0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
51,0,0,0,0,0,0,0,0,0,0,0,53,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,11
10,0,0,0,55,0,0,0,0,0,52,0,12,0,0,12,0,0,0,0,59,0,0,0,57,0,0,52,0,0,0,10
11,0,0,0,8,0,0,0,0,0,9,0,11,0,0,11,0,0,0,0,8,0,0,0,7,0,0,9,0,0,0,11
10,0,0,0,11,0,0,0,0,0,11,0,10,0,0,10,0,0,0,0,10,0,0,0,11,0,0,11,0,0,0,12
11,0,0,0,12,0,0,0,0,0,10,0,12,0,0,12,0,0,0,0,12,0,0,0,11,0,0,12,0,0,0,10
12,0,0,0,12,0,0,0,0,0,11,0,11,0,0,11,0,0,0,0,12,0,0,0,11,0,0,11,0,0,0,11
10,0,0,0,10,0,0,0,0,0,12,0,10,0,0,10,0,0,0,0,11,0,0,0,12,0,0,10,0,0,0,12
12,0,0,0,12,0,0,0,0,0,11,0,12,0,0,10,0,0,0,0,10,0,0,0,10,0,0,12,0,0,0,0
11,0,0,0,11,0,0,0,0,0,12,0,11,0,0,12,0,0,0,0,12,0,0,0,10,0,0,11,0,0,0,0
11,0,0,0,10,0,0,0,0,0,10,0,10,0,0,11,0,0,0,0,11,0,0,0,12,0,0,10,0,0,0,0
